Name,Title,Price,Availability,Description,Size,Dispatch
Gianluigi Buffon,Gianluigi Buffon Front Signed Italy 2016-17 Goalkeeper Shirt,£299.99,In stock,"This Italy shirt was personally signed by Gianluigi Buffon during a private signing session in Milan on March 13th, 2024. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia.",,
Gianluigi Buffon,Gianluigi Buffon Front Signed Italy Icon Goalkeeper Shirt,£249.99,In stock,"This Italy shirt was personally signed by Gianluigi Buffon during a private signing session in Milan on March 13th, 2024. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia.",,
Gianluigi Buffon,Gianluigi Buffon Back Signed Italy 2022-23 Goalkeeper Shirt with Fan Style Number,£249.99,In stock,"This Italy shirt was personally signed by Gianluigi Buffon during a private signing session in Milan on March 13th, 2024. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia.",,
Gianluigi Buffon,Gianluigi Buffon Front Signed Italy 2016-17 Goalkeeper Shirt,£299.99,In stock,"This Italy shirt was personally signed by Gianluigi Buffon during a private signing session in Milan on March 13th, 2024. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia.",,
Gianluigi Buffon,Gianluigi Buffon Back Signed Italy Modern Goalkeeper Shirt with Fan Style Number,£249.99,In stock,"This Italy shirt was personally signed by Gianluigi Buffon during a private signing session in Milan on March 13th, 2024. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia.",,
Gianluigi Buffon,Gianluigi Buffon Back Signed Parma 2021-22 Goalkeeper Shirt,£249.99,In stock,"This Italy shirt was personally signed by Gianluigi Buffon during a private signing session in Milan on March 13th, 2024. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia.",,
Gianluigi Buffon,Gianluigi Buffon Signed Puma Goalkeeper Glove,£199.99,In stock,"This glove was personally signed by Gianluigi Buffon during a private signing session in Milan on March 13th, 2024. The glove comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia.",,
Gianluigi Buffon,Gianluigi Buffon Signed Italy Photo: 2006 FIFA World Cup Winner,£149.99,In stock,"This photo was personally signed by Gianluigi Buffon during a private signing session in Milan on March 13th, 2024. The photo comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia.",,
Gianluigi Buffon,Gianluigi Buffon Back Signed Italy 2016-17 Goalkeeper Shirt In Deluxe Packaging,£334.99,In stock,"This Italy shirt was personally signed by Gianluigi Buffon during a private signing session in Milan on March 13th, 2024. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia. This shirt comes presented in an Icons.com deluxe gift box, which helps protect and display your signed sports memorabilia, and is also perfect for gifting.",Approximate size: 375mm (H) x 315mm (W) x 40mm (D),Dispatch time: Usually dispatched within 3-4 working days
Gianluigi Buffon,Gianluigi Buffon Back Signed Italy 2016-17 Goalkeeper Shirt In Classic Frame,£474.99,In stock,"This Italy shirt was personally signed by Gianluigi Buffon during a private signing session in Milan on March 13th, 2024. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia. Presented in classic shirt framing that features elegant black moulding with silver inlay, luxurious double mount, two high resolution action photos and Icons.com branded plaque.",Approximate size: 885mm (H) x 780mm (W) x 30mm (D),Dispatch time: Usually dispatched within 8-10 working days
Gianluigi Buffon,Gianluigi Buffon Back Signed Italy 2016-17 Goalkeeper Shirt In Hero Frame: Option 1,£499.99,In stock,"This Italy shirt was personally signed by Gianluigi Buffon during a private signing session in Milan on March 13th, 2024. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia. Presented in hero shirt framing that features elegant black moulding with silver inlay, luxurious double mount, one large high resolution action photo and Icons.com branded plaque.",Approximate size: 1015mm (W) x 750mm (H) x 25mm (D),Dispatch time: Usually dispatched within 8-10 working days
Gianluigi Buffon,Gianluigi Buffon Front Signed Italy 2016-17 Goalkeeper Shirt In Deluxe Packaging,£334.99,In stock,"This Italy shirt was personally signed by Gianluigi Buffon during a private signing session in Milan on March 13th, 2024. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia. This shirt comes presented in an Icons.com deluxe gift box, which helps protect and display your signed sports memorabilia, and is also perfect for gifting.",Approximate size: 375mm (H) x 315mm (W) x 40mm (D),Dispatch time: Usually dispatched within 3-4 working days
Gianluigi Buffon,Gianluigi Buffon Front Signed Italy 2016-17 Goalkeeper Shirt In Classic Frame,£474.99,In stock,"This Italy shirt was personally signed by Gianluigi Buffon during a private signing session in Milan on March 13th, 2024. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia. Presented in classic shirt framing that features elegant black moulding with silver inlay, luxurious double mount, two high resolution action photos and Icons.com branded plaque.",Approximate size: 885mm (H) x 780mm (W) x 30mm (D),Dispatch time: Usually dispatched within 8-10 working days
Gianluigi Buffon,Gianluigi Buffon Front Signed Italy 2016-17 Goalkeeper Shirt In Hero Frame: Option 1,£499.99,In stock,"This Italy shirt was personally signed by Gianluigi Buffon during a private signing session in Milan on March 13th, 2024. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia. Presented in hero shirt framing that features elegant black moulding with silver inlay, luxurious double mount, one large high resolution action photo and Icons.com branded plaque.",Approximate size: 1015mm (W) x 750mm (H) x 25mm (D),Dispatch time: Usually dispatched within 8-10 working days
Gianluigi Buffon,Gianluigi Buffon Front Signed Italy Icon Goalkeeper Shirt In Deluxe Packaging,£284.99,In stock,"This Italy shirt was personally signed by Gianluigi Buffon during a private signing session in Milan on March 13th, 2024. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia. This shirt comes presented in an Icons.com deluxe gift box, which helps protect and display your signed sports memorabilia, and is also perfect for gifting.",Approximate size: 375mm (H) x 315mm (W) x 40mm (D),Dispatch time: Usually dispatched within 3-4 working days
Gianluigi Buffon,Gianluigi Buffon Front Signed Italy Icon Goalkeeper Shirt In Hero Frame: Option 1,£449.99,In stock,"This Italy shirt was personally signed by Gianluigi Buffon during a private signing session in Milan on March 13th, 2024. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia. Presented in hero shirt framing that features elegant black moulding with silver inlay, luxurious double mount, one large high resolution action photo and Icons.com branded plaque.",Approximate size: 1015mm (W) x 750mm (H) x 25mm (D),Dispatch time: Usually dispatched within 8-10 working days
Gianluigi Buffon,Gianluigi Buffon Official FIFA World Cup Front Signed and Framed Italy Icon Goalkeeper Shirt,£749.99,In stock,"This Italy shirt was personally signed by Gianluigi Buffon during a private signing session in Milan on March 13th, 2024. The shirt comes with an official FIFA World Cup Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia. Capture the spirit of the FIFA World Cup with this officially licensed product, exclusive to Icons.com.",Approximate size: 885mm (H) x 780mm (W) x 30mm (D),Dispatch time: Usually dispatched within 8-10 working days
Gianluigi Buffon,Gianluigi Buffon Front Signed Italy Icon Goalkeeper Shirt In Classic Frame,£424.99,In stock,"This Italy shirt was personally signed by Gianluigi Buffon during a private signing session in Milan on March 13th, 2024. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia. Presented in classic shirt framing that features elegant black moulding with silver inlay, luxurious double mount, two high resolution action photos and Icons.com branded plaque.",Approximate size: 885mm (H) x 780mm (W) x 30mm (D),Dispatch time: Usually dispatched within 8-10 working days
Gianluigi Buffon,Gianluigi Buffon Back Signed Italy 2022-23 Goalkeeper Shirt with Fan Style Number In Classic Frame,£424.99,In stock,"This Italy shirt was personally signed by Gianluigi Buffon during a private signing session in Milan on March 13th, 2024. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia. Presented in classic shirt framing that features elegant black moulding with silver inlay, luxurious double mount, two high resolution action photos and Icons.com branded plaque.",Approximate size: 885mm (H) x 780mm (W) x 30mm (D),Dispatch time: Usually dispatched within 8-10 working days
Gianluigi Buffon,Gianluigi Buffon Back Signed Italy 2022-23 Goalkeeper Shirt with Fan Style Number In Deluxe Packaging,£284.99,In stock,"This Italy shirt was personally signed by Gianluigi Buffon during a private signing session in Milan on March 13th, 2024. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia. This shirt comes presented in an Icons.com deluxe gift box, which helps protect and display your signed sports memorabilia, and is also perfect for gifting.",Approximate size: 375mm (H) x 315mm (W) x 40mm (D),Dispatch time: Usually dispatched within 3-4 working days
Gianluigi Buffon,Gianluigi Buffon Back Signed Italy 2022-23 Goalkeeper Shirt with Fan Style Number In Hero Frame: Option 1,£449.99,In stock,"This Italy shirt was personally signed by Gianluigi Buffon during a private signing session in Milan on March 13th, 2024. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia. Presented in hero shirt framing that features elegant black moulding with silver inlay, luxurious double mount, one large high resolution action photo and Icons.com branded plaque.",Approximate size: 1015mm (W) x 750mm (H) x 25mm (D),Dispatch time: Usually dispatched within 8-10 working days
Gianluigi Buffon,Gianluigi Buffon Front Signed Italy 2016-17 Goalkeeper Shirt In Deluxe Packaging,£334.99,In stock,"This Italy shirt was personally signed by Gianluigi Buffon during a private signing session in Milan on March 13th, 2024. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia. This shirt comes presented in an Icons.com deluxe gift box, which helps protect and display your signed sports memorabilia, and is also perfect for gifting.",Approximate size: 375mm (H) x 315mm (W) x 40mm (D),Dispatch time: Usually dispatched within 3-4 working days
Gianluigi Buffon,Gianluigi Buffon Front Signed Italy 2016-17 Goalkeeper Shirt In Hero Frame: Option 1,£499.99,In stock,"This Italy shirt was personally signed by Gianluigi Buffon during a private signing session in Milan on March 13th, 2024. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia. Presented in hero shirt framing that features elegant black moulding with silver inlay, luxurious double mount, one large high resolution action photo and Icons.com branded plaque.",Approximate size: 1015mm (W) x 750mm (H) x 25mm (D),Dispatch time: Usually dispatched within 8-10 working days
Gianluigi Buffon,Gianluigi Buffon Front Signed Italy 2016-17 Goalkeeper Shirt In Classic Frame,£474.99,In stock,"This Italy shirt was personally signed by Gianluigi Buffon during a private signing session in Milan on March 13th, 2024. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia. Presented in classic shirt framing that features elegant black moulding with silver inlay, luxurious double mount, two high resolution action photos and Icons.com branded plaque.",Approximate size: 885mm (H) x 780mm (W) x 30mm (D),Dispatch time: Usually dispatched within 8-10 working days
Gianluigi Buffon,Gianluigi Buffon Back Signed Parma 2021-22 Goalkeeper Shirt In Deluxe Packaging,£284.99,In stock,"This Italy shirt was personally signed by Gianluigi Buffon during a private signing session in Milan on March 13th, 2024. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia. This shirt comes presented in an Icons.com deluxe gift box, which helps protect and display your signed sports memorabilia, and is also perfect for gifting.",Approximate size: 375mm (H) x 315mm (W) x 40mm (D),Dispatch time: Usually dispatched within 3-4 working days
Gianluigi Buffon,Gianluigi Buffon Back Signed Parma 2021-22 Goalkeeper Shirt In Classic Frame,£424.99,In stock,"This Italy shirt was personally signed by Gianluigi Buffon during a private signing session in Milan on March 13th, 2024. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia. Presented in classic shirt framing that features elegant black moulding with silver inlay, luxurious double mount, two high resolution action photos and Icons.com branded plaque.",Approximate size: 885mm (H) x 780mm (W) x 30mm (D),Dispatch time: Usually dispatched within 8-10 working days
Gianluigi Buffon,Gianluigi Buffon Back Signed Parma 2021-22 Goalkeeper Shirt In Hero Frame: Option 1,£449.99,In stock,"This Italy shirt was personally signed by Gianluigi Buffon during a private signing session in Milan on March 13th, 2024. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia. Presented in hero shirt framing that features elegant black moulding with silver inlay, luxurious double mount, one large high resolution action photo and Icons.com branded plaque.",Approximate size: 1015mm (W) x 750mm (H) x 25mm (D),Dispatch time: Usually dispatched within 8-10 working days
Gianluigi Buffon,Gianluigi Buffon Signed Italy Photo In Black Wooden Frame: 2006 FIFA World Cup Winner,£199.99,In stock,"This photo was personally signed by Gianluigi Buffon during a private signing session in Milan on March 13th, 2024. The photo comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia.",Approximate size: 570mm (H) x 470mm (W) x 30mm (D),Dispatch time: Usually dispatched within 3-4 working days
Gianluigi Buffon,Gianluigi Buffon Signed Italy Photo In Premium Photo Frame: 2006 FIFA World Cup Winner,£249.99,In stock,"This photo was personally signed by Gianluigi Buffon during a private signing session in Milan on March 13th, 2024. The photo comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia.",,
Gianluigi Buffon,Gianluigi Buffon Official FIFA World Cup Signed and Framed Italy Photo: 2006 FIFA World Cup Winner,£299.99,In stock,"This photo was personally signed by Gianluigi Buffon during a private signing session in Milan on March 13th, 2024. The photo comes with an official FIFA World Cup Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia.",,
Gianluigi Buffon,Dida Brazil & Gianluigi Buffon Italy Signed Photos In Dual Photo Frame,£299.99,In stock,"This stunning dual photo frame displays two signed photos: one signed by Dida, of Brazil and the other by Gianluigi Buffon, of Italy. Each and every frame comes with an official Icons Certificate of Authenticity, which serves as your proof that each each signature is 100% authentic. A spectacular homage to two great icons, this Dual Photo Frame is not to be missed!",,
Gianluigi Buffon,Gianluigi Buffon Official UEFA EURO 2024 Back Signed and Framed Italy 2016-17 Goalkeeper Shirt,£799.99,In stock,"This Italy shirt was personally signed by Gianluigi Buffon during a private signing session in Milan on March 13th, 2024. The shirt comes with an official UEFA EURO 2024 Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia. .",Approximate size: 865mm (H) x 622mm (W) x 25mm (D),Dispatch time: Usually dispatched within 8-10 working days
Gianluigi Buffon,Gianluigi Buffon Official UEFA EURO 2024 Back Signed and Hero Framed Italy 2016-17 Goalkeeper Shirt,£899.99,In stock,"This Italy shirt was personally signed by Gianluigi Buffon during a private signing session in Milan on March 13th, 2024. The shirt comes with an official UEFA EURO 2024 Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia. .",,
Gianluigi Buffon,Gianluigi Buffon Official UEFA EURO 2024 Back Signed and Framed Italy Modern Goalkeeper Shirt with Fan Style Number,£799.99,In stock,"This Italy shirt was personally signed by Gianluigi Buffon during a private signing session in Milan on March 13th, 2024. The shirt comes with an official UEFA EURO 2024 Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia.",Approximate size: 865mm (H) x 622mm (W) x 25mm (D),Dispatch time: Usually dispatched within 8-10 working days
Gianluigi Buffon,Gianluigi Buffon Official UEFA EURO 2024 Back Signed and Hero Framed Italy Modern Goalkeeper Shirt with Fan Style Number,£899.99,In stock,"This Italy shirt was personally signed by Gianluigi Buffon during a private signing session in Milan on March 13th, 2024. The shirt comes with an official UEFA EURO 2024 Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia.",,
Gianluigi Buffon,Gianluigi Buffon Front Signed and Framed Italy Icon Goalkeeper Shirt,£799.99,In stock,"This Italy shirt was personally signed by Gianluigi Buffon during a private signing session in Milan on March 13th, 2024. The shirt comes with an official UEFA EURO 2024 Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia.",Approximate size: 865mm (H) x 622mm (W) x 25mm (D),Dispatch time: Usually dispatched within 8-10 working days
Gianluigi Buffon,Gianluigi Buffon Front Signed and Hero Framed Italy Icon Goalkeeper Shirt,£899.99,In stock,"This Italy shirt was personally signed by Gianluigi Buffon during a private signing session in Milan on March 13th, 2024. The shirt comes with an official UEFA EURO 2024 Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia.",,
Jarrod Bowen,Jarrod Bowen Back Signed West Ham United 2022-23 Home Shirt: 2023 UEFA Europa Conference League Winners Edition,£424.99,Out of stock,"This special edition West Ham United shirt was personally signed by Jarrod Bowen during a private signing session. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia.",,
Jarrod Bowen,Jarrod Bowen Official UEFA Europa Conference League Back Signed West Ham United 2022-23 Home Shirt: 2023 Winners Edition,£474.99,Out of stock,"This special edition West Ham United shirt was personally signed by Jarrod Bowen during a private signing session. The shirt comes with an official UEFA Europa Conference League Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia.",,
Jarrod Bowen,Jarrod Bowen Back Signed West Ham United 2022-23 Home Shirt: 2023 UEFA Europa Conference League Winners Edition In Deluxe Packaging,£459.99,Out of stock,"This special edition West Ham United shirt was personally signed by Jarrod Bowen during a private signing session. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia. This shirt comes presented in an Icons.com deluxe gift box, which helps protect and display your signed sports memorabilia, and is also perfect for gifting.",Approximate size: 375mm (H) x 315mm (W) x 40mm (D),Dispatch time: Usually dispatched within 3-4 working days
Jarrod Bowen,Jarrod Bowen Back Signed West Ham United 2022-23 Home Shirt: 2023 UEFA Europa Conference League Winners Edition In Classic Frame,£599.99,Out of stock,"This special edition West Ham United shirt was personally signed by Jarrod Bowen during a private signing session. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia. Presented in classic shirt framing that features elegant black moulding with silver inlay, luxurious double mount, two high resolution action photos and Icons.com branded plaque.",Approximate size: 885mm (H) x 780mm (W) x 30mm (D),Dispatch time: Usually dispatched within 8-10 working days
Jarrod Bowen,Jarrod Bowen Back Signed West Ham United 2022-23 Home Shirt: 2023 UEFA Europa Conference League Winners Edition In Hero Frame: Option 1,£624.99,Out of stock,"This special edition West Ham United shirt was personally signed by Jarrod Bowen during a private signing session. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia. Presented in hero shirt framing that features elegant black moulding with silver inlay, luxurious double mount, one large high resolution action photo and Icons.com branded plaque.",Approximate size: 1015mm (W) x 750mm (H) x 25mm (D),Dispatch time: Usually dispatched within 8-10 working days
Jarrod Bowen,Jarrod Bowen Signed 2023 UEFA Europa Conference League Final Programme,£199.99,In stock,"This 2023 UEFA Europa Conference League Final programme was personally signed by Jarrod Bowen during a private signing session. The programme comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia.",,
Jarrod Bowen,Official UEFA Europa Conference League 3D Mini Replica Trophy,£99.99,In stock,The official UEFA Europa Conference League miniature replica trophy is 100mm tall and comes in official UEFA Europa Conference League packaging.,,
Jarrod Bowen,Jarrod Bowen Back Signed West Ham United Conference League Winners Shirt,£499.99,In stock,Description,,
Jarrod Bowen,Jarrod Bowen Back Signed West Ham United Conference League Winners Shirt In Deluxe Packaging,£534.99,In stock,"Description This shirt comes presented in an Icons.com deluxe gift box, which helps protect and display your signed sports memorabilia, and is also perfect for gifting.",Approximate size: 375mm (H) x 315mm (W) x 40mm (D),Dispatch time: Usually dispatched within 3-4 working days
Jarrod Bowen,Jarrod Bowen Back Signed West Ham United Conference League Winners Shirt In Classic Frame,£674.99,In stock,"Description Presented in classic shirt framing that features elegant black moulding with silver inlay, luxurious double mount, two high resolution action photos and Icons.com branded plaque.",Approximate size: 885mm (H) x 780mm (W) x 30mm (D),Dispatch time: Usually dispatched within 8-10 working days
Jarrod Bowen,Jarrod Bowen Back Signed West Ham United Conference League Winners Shirt In Hero Frame: Option 1,£699.99,In stock,"Description Presented in hero shirt framing that features elegant black moulding with silver inlay, luxurious double mount, one large high resolution action photo and Icons.com branded plaque.",Approximate size: 1015mm (W) x 750mm (H) x 25mm (D),Dispatch time: Usually dispatched within 8-10 working days
Jarrod Bowen,Jarrod Bowen Signed and Framed Programme: 2023 UEFA Europa Conference League Final,£349.99,In stock,"This 2023 UEFA Europa Conference League Final programme was personally signed by Jarrod Bowen during a private signing session. The programme comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia. *Please note, the programme is attached to the frame and Icons.com cannot be held accountable for any damage caused if trying to remove this item from the frame*",,
Jarrod Bowen,Jarrod Bowen Signed West Ham United 2023-24 Home Shirt In Deluxe Packaging,£354.99,In stock,"This West Ham United shirt was personally signed by Jarrod Bowen during a private signing session. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia. This shirt comes presented in an Icons.com deluxe gift box, which helps protect and display your signed sports memorabilia, and is also perfect for gifting.",Approximate size: 375mm (H) x 315mm (W) x 40mm (D),Dispatch time: Usually dispatched within 3-4 working days
Jarrod Bowen,Jarrod Bowen Signed West Ham United 2023-24 Home Shirt In Classic Frame,£494.99,In stock,"This West Ham United shirt was personally signed by Jarrod Bowen during a private signing session. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia. Presented in classic shirt framing that features elegant black moulding with silver inlay, luxurious double mount, two high resolution action photos and Icons.com branded plaque.",Approximate size: 885mm (H) x 780mm (W) x 30mm (D),Dispatch time: Usually dispatched within 8-10 working days
Jarrod Bowen,Jarrod Bowen Signed West Ham United 2023-24 Home Shirt In Hero Frame: Option 1,£519.99,In stock,"This West Ham United shirt was personally signed by Jarrod Bowen during a private signing session. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia. Presented in hero shirt framing that features elegant black moulding with silver inlay, luxurious double mount, one large high resolution action photo and Icons.com branded plaque.",Approximate size: 1015mm (W) x 750mm (H) x 25mm (D),Dispatch time: Usually dispatched within 8-10 working days
Karim Benzema,Karim Benzema Signed France 2020-21 Home Shirt With Fan Style Number,£474.99,Out of stock,"This superb France home shirt was personally signed by Les Bleus superstar striker Karim Benzema during a private signing session. The shirt comes with its very own official Icons.com Certificate of Authenticity, which serves as your proof that the signature on the item is 100% genuine.",,
Karim Benzema,Karim Benzema Official UEFA Champions League Signed Real Madrid 2016-17 Home Shirt With Fan Style Number,£524.99,Out of stock,"This superb Real Madrid home shirt was personally signed by Los Blancos superstar striker Karim Benzema during a private signing session. The shirt comes with its very own official UEFA Champions League Certificate of Authenticity, which serves as your proof that the signature on the item is 100% genuine.",,
Karim Benzema,Karim Benzema Official UEFA Champions League Signed and Framed Real Madrid 2016-17 Home Shirt With Fan Style Number,£624.99,Out of stock,"This superb Real Madrid home shirt was personally signed by Los Blancos superstar striker Karim Benzema during a private signing session. The shirt comes with its very own official UEFA Champions League Certificate of Authenticity, which serves as your proof that the signature on the item is 100% genuine.",Approximate size: 875mm (H) x 785mm (W) x 38mm (D),Dispatch time: Fast dispatch in 3-4 working days sent via DHL Express
Karim Benzema,Karim Benzema Official UEFA Champions League Signed and Hero Framed Real Madrid 2016-17 Home Shirt With Fan Style Number,£674.99,Out of stock,"This superb Real Madrid home shirt was personally signed by Los Blancos superstar striker Karim Benzema during a private signing session. The shirt comes with its very own official UEFA Champions League Certificate of Authenticity, which serves as your proof that the signature on the item is 100% genuine.",Approximate size: 920mm (H) x 1120mm (W) x 20mm (D),Dispatch time: Fast dispatch in 3-4 working days sent via DHL Express
Karim Benzema,Karim Benzema Signed Real Madrid 2016-17 Home Shirt With Fan Style Number In Hero Frame: Option 1,£624.99,Out of stock,"This superb Real Madrid home shirt was personally signed by Los Blancos superstar striker Karim Benzema during a private signing session. The shirt comes with its very own official Icons.com Certificate of Authenticity, which serves as your proof that the signature on the item is 100% genuine. Presented in hero shirt framing that features elegant black moulding with silver inlay, luxurious double mount, one large high resolution action photo and Icons.com branded plaque.",Approximate size: 1015mm (W) x 750mm (H) x 25mm (D),Dispatch time: Usually dispatched within 8-10 working days
Karim Benzema,Karim Benzema Signed France 2020-21 Home Shirt With Fan Style Number In Deluxe Packaging,£509.99,Out of stock,"This superb France home shirt was personally signed by Les Bleus superstar striker Karim Benzema during a private signing session. The shirt comes with its very own official Icons.com Certificate of Authenticity, which serves as your proof that the signature on the item is 100% genuine. This shirt comes presented in an Icons.com deluxe gift box, which helps protect and display your signed sports memorabilia, and is also perfect for gifting.",Approximate size: 375mm (H) x 315mm (W) x 40mm (D),Dispatch time: Usually dispatched within 2-3 working days
Karim Benzema,Karim Benzema Signed Real Madrid 2016-17 Home Shirt With Fan Style Number In Classic Frame,£574.99,Out of stock,"This superb Real Madrid home shirt was personally signed by Los Blancos superstar striker Karim Benzema during a private signing session. The shirt comes with its very own official Icons.com Certificate of Authenticity, which serves as your proof that the signature on the item is 100% genuine. Presented in classic shirt framing that features elegant black moulding with silver inlay, luxurious double mount, two high resolution action photos and Icons.com branded plaque.",Approximate size: 885mm (H) x 780mm (W) x 30mm (D),Dispatch time: Usually dispatched within 8-10 working days
Karim Benzema,Karim Benzema Signed France 2020-21 Home Shirt With Fan Style Number In Hero Frame: Option 1,£674.99,Out of stock,"This superb France home shirt was personally signed by Les Bleus superstar striker Karim Benzema during a private signing session. The shirt comes with its very own official Icons.com Certificate of Authenticity, which serves as your proof that the signature on the item is 100% genuine. Presented in hero shirt framing that features elegant black moulding with silver inlay, luxurious double mount, one large high resolution action photo and Icons.com branded plaque.",Approximate size: 1015mm (W) x 750mm (H) x 25mm (D),Dispatch time: Usually dispatched within 8-10 working days
